pokedex_number;name;german_name;generation;status;species;type_number;type_1;type_2;height_m;weight_kg;hp;attack;defense;sp_attack;sp_defense;speed;catch_rate;percentage_male;egg_cycles;against_normal;against_fire;against_water;against_electric;against_grass;against_ice;against_fight;against_poison;against_ground;against_flying;against_psychic;against_bug;against_rock;against_ghost;against_dragon;against_dark;against_steel;against_fairy
440;Happiny;Wonneira;4;Normal;Playhouse;1;Normal;;0.6;24.4;100;5;5;15;65;30;130;0.0;40;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
441;Chatot;Plaudagei;4;Normal;Music Note;2;Normal;Flying;0.5;1.9;76;65;45;92;42;91;30;50.0;20;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
442;Spiritomb;Kryppuk;4;Normal;Forbidden;2;Ghost;Dark;1.0;108.0;50;92;108;92;108;35;100;50.0;30;0;1;1;1;1;1;0;0.5;1;1;0;1;1;1;1;1;1;2
443;Gible;Kaumalat;4;Normal;Land Shark;2;Dragon;Ground;0.7;20.5;58;70;45;40;45;42;45;50.0;40;1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2
444;Gabite;Knarksel;4;Normal;Cave;2;Dragon;Ground;1.4;56.0;68;90;65;50;55;82;45;50.0;40;1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2
445;Garchomp;Knakrack;4;Normal;Mach;2;Dragon;Ground;1.9;95.0;108;130;95;80;85;102;45;50.0;40;1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2
445;Mega Garchomp;Knakrack;4;Normal;Mach;2;Dragon;Ground;1.9;95.0;108;170;115;120;95;92;45;50.0;40;1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2
446;Munchlax;Mampfaxo;4;Normal;Big Eater;1;Normal;;0.6;105.0;135;85;40;40;85;5;50;87.5;40;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
447;Riolu;Riolu;4;Normal;Emanation;1;Fighting;;0.7;20.2;40;70;40;35;40;60;75;87.5;25;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
448;Lucario;Lucario;4;Normal;Aura;2;Fighting;Steel;1.2;54.0;70;110;70;115;70;90;45;87.5;25;0.5;2;1;1;0.5;0.5;2;0;2;1;1;0.25;0.25;1;0.5;0.5;0.5;1
448;Mega Lucario;Lucario;4;Normal;Aura;2;Fighting;Steel;1.3;57.5;70;145;88;140;70;112;45;87.5;25;0.5;2;1;1;0.5;0.5;2;0;2;1;1;0.25;0.25;1;0.5;0.5;0.5;1
449;Hippopotas;Hippopotas;4;Normal;Hippo;1;Ground;;0.8;49.5;68;72;78;38;42;32;140;50.0;30;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
450;Hippowdon;Hippoterus;4;Normal;Heavyweight;1;Ground;;2.0;300.0;108;112;118;68;72;47;60;50.0;30;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
451;Skorupi;Pionskora;4;Normal;Scorpion;2;Poison;Bug;0.8;12.0;40;50;90;30;55;65;120;50.0;20;1;2;1;1;0.25;1;0.25;0.5;1;2;2;0.5;2;1;1;1;1;0.5
452;Drapion;Piondragi;4;Normal;Ogre Scorp;2;Poison;Dark;1.3;61.5;70;90;110;60;75;95;45;50.0;20;1;1;1;1;0.5;1;1;0.5;2;1;0;1;1;0.5;1;0.5;1;1
453;Croagunk;Glibunkel;4;Normal;Toxic Mouth;2;Poison;Fighting;0.7;23.0;48;61;40;61;40;50;140;50.0;10;1;1;1;1;0.5;1;0.5;0.5;2;2;4;0.25;0.5;1;1;0.5;1;1
454;Toxicroak;Toxiquak;4;Normal;Toxic Mouth;2;Poison;Fighting;1.3;44.4;83;106;65;86;65;85;75;50.0;20;1;1;1;1;0.5;1;0.5;0.5;2;2;4;0.25;0.5;1;1;0.5;1;1
455;Carnivine;Venuflibis;4;Normal;Bug Catcher;1;Grass;;1.4;27.0;74;100;72;90;72;46;200;50.0;25;1;2;0.5;0.5;0.5;2;1;2;0;2;1;2;1;1;1;1;1;1
456;Finneon;Finneon;4;Normal;Wing Fish;1;Water;;0.4;7.0;49;49;56;49;61;66;190;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
457;Lumineon;Lumineon;4;Normal;Neon;1;Water;;1.2;24.0;69;69;76;69;86;91;75;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
458;Mantyke;Mantirps;4;Normal;Kite;2;Water;Flying;1.0;65.0;45;20;50;60;120;50;25;50.0;25;1;0.5;0.5;4;1;1;0.5;1;0;1;1;0.5;2;1;1;1;0.5;1
459;Snover;Shnebedeck;4;Normal;Frost Tree;2;Grass;Ice;1.0;50.5;60;62;50;62;60;40;120;50.0;20;1;4;0.5;0.5;0.5;1;2;2;0.5;2;1;2;2;1;1;1;2;1
460;Abomasnow;Rexblisar;4;Normal;Frost Tree;2;Grass;Ice;2.2;135.5;90;92;75;92;85;60;60;50.0;20;1;4;0.5;0.5;0.5;1;2;2;0.5;2;1;2;2;1;1;1;2;1
460;Mega Abomasnow;Rexblisar;4;Normal;Frost Tree;2;Grass;Ice;2.7;185.0;90;132;105;132;105;30;60;50.0;20;1;4;0.5;0.5;0.5;1;2;2;0.5;2;1;2;2;1;1;1;2;1
461;Weavile;Snibunna;4;Normal;Sharp Claw;2;Dark;Ice;1.1;34.0;70;120;65;45;85;125;45;50.0;20;1;2;1;1;1;0.5;4;1;1;1;0;2;2;0.5;1;0.5;2;2
462;Magnezone;Magnezone;4;Normal;Magnet Area;2;Electric;Steel;1.2;180.0;70;70;115;130;90;60;30;;20;0.5;2;1;0.5;0.5;0.5;2;0;4;0.25;0.5;0.5;0.5;1;0.5;1;0.25;0.5
463;Lickilicky;Schlurplek;4;Normal;Licking;1;Normal;;1.7;140.0;110;85;95;80;95;50;30;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
464;Rhyperior;Rihornior;4;Normal;Drill;2;Ground;Rock;2.4;282.8;115;140;130;55;55;40;30;50.0;20;0.5;0.5;4;0;4;2;2;0.25;2;0.5;1;1;0.5;1;1;1;2;1
465;Tangrowth;Tangoloss;4;Normal;Vine;1;Grass;;2.0;128.6;100;100;125;110;50;50;30;50.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
466;Electivire;Elevoltek;4;Normal;Thunderbolt;1;Electric;;1.8;138.6;75;123;67;95;85;95;30;75.0;25;1;1;1;0;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
467;Magmortar;Magbrant;4;Normal;Blast;1;Fire;;1.6;68.0;75;95;67;125;95;83;30;75.0;25;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
468;Togekiss;Togekiss;4;Normal;Jubilee;2;Fairy;Flying;1.5;38.0;85;50;95;120;115;80;30;87.5;10;1;1;1;2;0.5;2;0.25;2;0;1;1;0.25;2;1;0;0.5;2;1
469;Yanmega;Yanmega;4;Normal;Ogre Darner;2;Bug;Flying;1.9;51.5;86;76;86;116;56;95;30;50.0;20;1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1
470;Leafeon;Folipurba;4;Normal;Verdant;1;Grass;;1.0;25.5;65;110;130;60;65;95;45;87.5;35;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
471;Glaceon;Glaziola;4;Normal;Fresh Snow;1;Ice;;0.8;25.9;65;60;110;130;95;65;45;87.5;35;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
472;Gliscor;Skorgro;4;Normal;Fang Scorp;2;Ground;Flying;2.0;42.5;75;95;125;45;75;95;30;50.0;20;1;1;2;0;1;4;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1
473;Mamoswine;Mamutel;4;Normal;Twin Tusk;2;Ice;Ground;2.5;291.0;110;130;80;70;60;80;50;50.0;20;1;2;2;0;2;1;2;0.5;1;1;1;1;1;1;1;1;2;1
474;Porygon-Z;Porygon-Z;4;Normal;Virtual;1;Normal;;0.9;34.0;85;80;70;135;75;90;30;;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
475;Gallade;Galagladi;4;Normal;Blade;2;Psychic;Fighting;1.6;52.0;68;125;65;65;115;80;45;100.0;20;1;1;1;1;1;1;0.5;1;1;2;1;1;0.5;2;1;1;1;2
475;Mega Gallade;Galagladi;4;Normal;Blade;2;Psychic;Fighting;1.6;56.4;68;165;95;65;115;110;45;100.0;20;1;1;1;1;1;1;0.5;1;1;2;1;1;0.5;2;1;1;1;2
476;Probopass;Voluminas;4;Normal;Compass;2;Rock;Steel;1.4;340.0;60;55;145;75;150;40;60;50.0;20;0.25;1;2;1;1;0.5;4;0;4;0.25;0.5;0.5;0.5;1;0.5;1;1;0.5
477;Dusknoir;Zwirrfinst;4;Normal;Gripper;1;Ghost;;2.2;106.6;45;100;135;65;135;45;45;50.0;25;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
478;Froslass;Frosdedje;4;Normal;Snow Land;2;Ice;Ghost;1.3;26.6;70;80;70;80;70;110;75;0.0;20;0;2;1;1;1;0.5;0;0.5;1;1;1;0.5;2;2;1;2;2;1
479;Rotom;Rotom;4;Normal;Plasma;2;Electric;Ghost;0.3;0.3;50;50;77;95;77;91;45;;20;0;1;1;0.5;1;1;0;0.5;0;0.5;1;0.5;1;2;1;2;0.5;1
479;Heat Rotom;Rotom;4;Normal;Plasma;2;Electric;Fire;0.3;0.3;50;65;107;105;107;86;45;;20;1;0.5;2;0.5;0.5;0.5;1;1;0;0.5;1;0.5;2;1;1;1;0.25;0.5
479;Wash Rotom;Rotom;4;Normal;Plasma;2;Electric;Water;0.3;0.3;50;65;107;105;107;86;45;;20;1;0.5;0.5;1;2;0.5;1;1;0;0.5;1;1;1;1;1;1;0.25;1
479;Frost Rotom;Rotom;4;Normal;Plasma;2;Electric;Ice;0.3;0.3;50;65;107;105;107;86;45;;20;1;2;1;0.5;1;0.5;2;1;0;0.5;1;1;2;1;1;1;1;1
479;Fan Rotom;Rotom;4;Normal;Plasma;2;Electric;Flying;0.3;0.3;50;65;107;105;107;86;45;;20;1;1;1;1;0.5;2;0.5;1;0;0.5;1;0.5;2;1;1;1;0.5;1
479;Mow Rotom;Rotom;4;Normal;Plasma;2;Electric;Grass;0.3;0.3;50;65;107;105;107;86;45;;20;1;2;0.5;0.25;0.5;2;1;2;0;1;1;2;1;1;1;1;0.5;1
480;Uxie;Selfe;4;Sub Legendary;Knowledge;1;Psychic;;0.3;0.3;75;75;130;75;130;95;3;;80;1;1;1;1;1;1;0.5;1;0;1;0.5;2;1;2;1;2;1;1
481;Mesprit;Vesprit;4;Sub Legendary;Emotion;1;Psychic;;0.3;0.3;80;105;105;105;105;80;3;;80;1;1;1;1;1;1;0.5;1;0;1;0.5;2;1;2;1;2;1;1
482;Azelf;Tobutz;4;Sub Legendary;Willpower;1;Psychic;;0.3;0.3;75;125;70;125;70;115;3;;80;1;1;1;1;1;1;0.5;1;0;1;0.5;2;1;2;1;2;1;1
483;Dialga;Dialga;4;Legendary;Temporal;2;Steel;Dragon;5.4;683.0;100;120;120;150;100;90;3;;120;0.5;1;0.5;0.5;0.25;1;2;0;2;0.5;0.5;0.5;0.5;1;1;1;0.5;1
484;Palkia;Palkia;4;Legendary;Spatial;2;Water;Dragon;4.2;336.0;90;120;100;150;120;100;3;;120;1;0.25;0.25;1;1;1;1;1;1;1;1;1;1;1;2;1;0.5;2
485;Heatran;Heatran;4;Sub Legendary;Lava Dome;2;Fire;Steel;1.7;430.0;91;90;106;130;106;77;3;50.0;10;0.5;0;2;1;0.25;0.25;2;0;4;0.5;0.5;0.25;1;1;0.5;1;0.25;0.25
486;Regigigas;Regigigas;4;Sub Legendary;Colossal;1;Normal;;3.7;420.0;110;160;110;80;110;100;3;;120;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
487;Giratina Altered Forme;Giratina;4;Legendary;Renegade;2;Ghost;Dragon;4.5;750.0;150;100;120;100;120;90;3;;120;0;0.5;0.5;0.5;0.5;2;0;0.5;1;1;1;0.5;1;2;2;2;1;2
487;Giratina Origin Forme;Giratina;4;Legendary;Renegade;2;Ghost;Dragon;6.9;650.0;150;120;100;120;100;90;3;;120;0;0.5;0.5;0.5;0.5;2;0;0.5;0;1;1;0.5;1;2;2;2;1;2
488;Cresselia;Cresselia;4;Sub Legendary;Lunar;1;Psychic;;1.5;85.6;120;70;120;75;130;85;3;0.0;120;1;1;1;1;1;1;0.5;1;0;1;0.5;2;1;2;1;2;1;1
489;Phione;Phione;4;Mythical;Sea Drifter;1;Water;;0.4;3.1;80;80;80;80;80;80;30;;40;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
490;Manaphy;Manaphy;4;Mythical;Seafaring;1;Water;;0.3;1.4;100;100;100;100;100;100;3;;10;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
491;Darkrai;Darkrai;4;Mythical;Pitch-Black;1;Dark;;1.5;50.5;70;90;90;135;90;125;3;;120;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
492;Shaymin Land Forme;Shaymin;4;Mythical;Gratitude;1;Grass;;0.2;2.1;100;100;100;100;100;100;45;;120;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
492;Shaymin Sky Forme;Shaymin;4;Mythical;Gratitude;2;Grass;Flying;0.4;5.2;100;103;75;120;75;127;45;;120;1;2;0.5;1;0.25;4;0.5;2;0;2;1;1;2;1;1;1;1;1
493;Arceus;Arceus;4;Mythical;Alpha;1;Normal;;3.2;320.0;120;120;120;120;120;120;3;;120;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
494;Victini;Victini;5;Mythical;Victory;2;Psychic;Fire;0.4;4.0;100;100;100;100;100;100;3;;120;1;0.5;2;1;0.5;0.5;0.5;1;2;1;0.5;1;2;2;1;2;0.5;0.5
495;Snivy;Serpifeu;5;Normal;Grass Snake;1;Grass;;0.6;8.1;45;45;55;45;55;63;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
496;Servine;Efoserp;5;Normal;Grass Snake;1;Grass;;0.8;16.0;60;60;75;60;75;83;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
497;Serperior;Serpiroyal;5;Normal;Regal;1;Grass;;3.3;63.0;75;75;95;75;95;113;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
498;Tepig;Floink;5;Normal;Fire Pig;1;Fire;;0.5;9.9;65;63;45;45;45;45;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
499;Pignite;Ferkokel;5;Normal;Fire Pig;2;Fire;Fighting;1.0;55.5;90;93;55;70;55;55;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;2;2;0.25;1;1;1;0.5;0.5;1
500;Emboar;Flambirex;5;Normal;Mega Fire Pig;2;Fire;Fighting;1.6;150.0;110;123;65;100;65;65;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;2;2;0.25;1;1;1;0.5;0.5;1
501;Oshawott;Ottaro;5;Normal;Sea Otter;1;Water;;0.5;5.9;55;55;45;63;45;45;45;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
502;Dewott;Zwottronin;5;Normal;Discipline;1;Water;;0.8;24.5;75;75;60;83;60;60;45;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
503;Samurott;Admurai;5;Normal;Formidable;1;Water;;1.5;94.6;95;100;85;108;70;70;45;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
504;Patrat;Nagelotz;5;Normal;Scout;1;Normal;;0.5;11.6;45;55;39;35;39;42;255;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
505;Watchog;Kukmarda;5;Normal;Lookout;1;Normal;;1.1;27.0;60;85;69;60;69;77;255;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
506;Lillipup;Yorkleff;5;Normal;Puppy;1;Normal;;0.4;4.1;45;60;45;25;45;55;255;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
507;Herdier;Terribark;5;Normal;Loyal Dog;1;Normal;;0.9;14.7;65;80;65;35;65;60;120;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
508;Stoutland;Bissbark;5;Normal;Big-Hearted;1;Normal;;1.2;61.0;85;110;90;45;90;80;45;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
509;Purrloin;Felilou;5;Normal;Devious;1;Dark;;0.4;10.1;41;50;37;50;37;66;255;50.0;20;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
510;Liepard;Kleoparda;5;Normal;Cruel;1;Dark;;1.1;37.5;64;88;50;88;50;106;90;50.0;20;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
511;Pansage;Vegimak;5;Normal;Grass Monkey;1;Grass;;0.6;10.5;50;53;48;53;48;64;190;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
512;Simisage;Vegichita;5;Normal;Thorn Monkey;1;Grass;;1.1;30.5;75;98;63;98;63;101;75;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
513;Pansear;Grillmak;5;Normal;High Temp;1;Fire;;0.6;11.0;50;53;48;53;48;64;190;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
514;Simisear;Grillchita;5;Normal;Ember;1;Fire;;1.0;28.0;75;98;63;98;63;101;75;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
515;Panpour;Sodamak;5;Normal;Spray;1;Water;;0.6;13.5;50;53;48;53;48;64;190;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
516;Simipour;Sodachita;5;Normal;Geyser;1;Water;;1.0;29.0;75;98;63;98;63;101;75;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
517;Munna;Somniam;5;Normal;Dream Eater;1;Psychic;;0.6;23.3;76;25;45;67;55;24;190;50.0;10;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
518;Musharna;Somnivora;5;Normal;Drowsing;1;Psychic;;1.1;60.5;116;55;85;107;95;29;75;50.0;10;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
519;Pidove;Dusselgurr;5;Normal;Tiny Pigeon;2;Normal;Flying;0.3;2.1;50;55;50;36;30;43;255;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
520;Tranquill;Navitaub;5;Normal;Wild Pigeon;2;Normal;Flying;0.6;15.0;62;77;62;50;42;65;120;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
521;Unfezant;Fasasnob;5;Normal;Proud;2;Normal;Flying;1.2;29.0;80;115;80;65;55;93;45;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
522;Blitzle;Elezeba;5;Normal;Electrified;1;Electric;;0.8;29.8;45;60;32;50;32;76;190;50.0;20;1;1;1;0;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
523;Zebstrika;Zebritz;5;Normal;Thunderbolt;1;Electric;;1.6;79.5;75;100;63;80;63;116;75;50.0;20;1;1;1;0;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1
524;Roggenrola;Kiesling;5;Normal;Mantle;1;Rock;;0.4;18.0;55;75;85;25;25;15;255;50.0;15;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
525;Boldore;Sedimantur;5;Normal;Ore;1;Rock;;0.9;102.0;70;105;105;50;40;20;120;50.0;15;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
526;Gigalith;Brockoloss;5;Normal;Compressed;1;Rock;;1.7;260.0;85;135;130;60;80;25;45;50.0;15;0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1
527;Woobat;Fleknoil;5;Normal;Bat;2;Psychic;Flying;0.4;2.1;65;45;43;55;43;72;190;50.0;15;1;1;1;2;0.5;2;0.25;1;0;1;0.5;1;2;2;1;2;1;1
528;Swoobat;Fletiamo;5;Normal;Courting;2;Psychic;Flying;0.9;10.5;67;57;55;77;55;114;45;50.0;15;1;1;1;2;0.5;2;0.25;1;0;1;0.5;1;2;2;1;2;1;1
529;Drilbur;Rotomurf;5;Normal;Mole;1;Ground;;0.3;8.5;60;85;40;30;45;68;120;50.0;20;1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1
530;Excadrill;Stalobor;5;Normal;Subterrene;2;Ground;Steel;0.7;40.4;110;135;60;50;65;88;60;50.0;20;0.5;2;2;0;1;1;2;0;2;0.5;0.5;0.5;0.25;1;0.5;1;0.5;0.5
531;Audino;Ohrdoch;5;Normal;Hearing;1;Normal;;1.1;31.0;103;60;86;60;86;50;255;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
531;Mega Audino;Ohrdoch;5;Normal;Hearing;2;Normal;Fairy;1.5;32.0;103;60;126;80;126;50;255;50.0;20;1;1;1;1;1;1;1;2;1;1;1;0.5;1;0;0;0.5;2;1
532;Timburr;Praktibalk;5;Normal;Muscular;1;Fighting;;0.6;12.5;75;80;55;25;35;35;180;75.0;20;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
533;Gurdurr;Strepoli;5;Normal;Muscular;1;Fighting;;1.2;40.0;85;105;85;40;50;40;90;75.0;20;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
534;Conkeldurr;Meistagrif;5;Normal;Muscular;1;Fighting;;1.4;87.0;105;140;95;55;65;45;45;75.0;20;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
535;Tympole;Schallquap;5;Normal;Tadpole;1;Water;;0.5;4.5;50;50;40;50;40;64;255;50.0;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
536;Palpitoad;Mebrana;5;Normal;Vibration;2;Water;Ground;0.8;17.0;75;65;55;65;55;69;120;50.0;20;1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1
537;Seismitoad;Branawarz;5;Normal;Vibration;2;Water;Ground;1.5;62.0;105;95;75;85;75;74;45;50.0;20;1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1
538;Throh;Jiutesto;5;Normal;Judo;1;Fighting;;1.3;55.5;120;100;85;30;85;45;45;100.0;20;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
539;Sawk;Karadonis;5;Normal;Karate;1;Fighting;;1.4;51.0;75;125;75;30;75;85;45;100.0;20;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
540;Sewaddle;Strawickl;5;Normal;Sewing;2;Bug;Grass;0.3;2.5;45;53;70;40;60;42;255;50.0;15;1;4;0.5;0.5;0.25;2;0.5;2;0.25;4;1;2;2;1;1;1;1;1
541;Swadloon;Folikon;5;Normal;Leaf-Wrapped;2;Bug;Grass;0.5;7.3;55;63;90;50;80;42;120;50.0;15;1;4;0.5;0.5;0.25;2;0.5;2;0.25;4;1;2;2;1;1;1;1;1
542;Leavanny;Matrifol;5;Normal;Nurturing;2;Bug;Grass;1.2;20.5;75;103;80;70;80;92;45;50.0;15;1;4;0.5;0.5;0.25;2;0.5;2;0.25;4;1;2;2;1;1;1;1;1
543;Venipede;Toxiped;5;Normal;Centipede;2;Bug;Poison;0.4;5.3;30;45;59;30;39;57;255;50.0;15;1;2;1;1;0.25;1;0.25;0.5;1;2;2;0.5;2;1;1;1;1;0.5
544;Whirlipede;Rollum;5;Normal;Curlipede;2;Bug;Poison;1.2;58.5;40;55;99;40;79;47;120;50.0;15;1;2;1;1;0.25;1;0.25;0.5;1;2;2;0.5;2;1;1;1;1;0.5
545;Scolipede;Cerapendra;5;Normal;Megapede;2;Bug;Poison;2.5;200.5;60;100;89;55;69;112;45;50.0;20;1;2;1;1;0.25;1;0.25;0.5;1;2;2;0.5;2;1;1;1;1;0.5
546;Cottonee;Waumboll;5;Normal;Cotton Puff;2;Grass;Fairy;0.3;0.6;40;27;60;37;50;66;190;50.0;20;1;2;0.5;0.5;0.5;2;0.5;4;0.5;2;1;1;1;1;0;0.5;2;1
547;Whimsicott;Elfun;5;Normal;Windveiled;2;Grass;Fairy;0.7;6.6;60;67;85;77;75;116;75;50.0;20;1;2;0.5;0.5;0.5;2;0.5;4;0.5;2;1;1;1;1;0;0.5;2;1
548;Petilil;Lilminip;5;Normal;Bulb;1;Grass;;0.5;6.6;45;35;50;70;50;30;190;0.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
549;Lilligant;Dressella;5;Normal;Flowering;1;Grass;;1.1;16.3;70;60;75;110;75;90;75;0.0;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
550;Basculin Red-Striped Form;Barschuft;5;Normal;Hostile;1;Water;;1.0;18.0;70;92;65;80;55;98;25;50.0;40;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
550;Basculin Blue-Striped Form;Barschuft;5;Normal;Hostile;1;Water;;1.0;18.0;70;92;65;80;55;98;25;50.0;40;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
551;Sandile;Ganovil;5;Normal;Desert Croc;2;Ground;Dark;0.7;15.2;50;72;35;35;35;65;180;50.0;20;1;1;2;0;2;2;2;0.5;1;1;0;2;0.5;0.5;1;0.5;1;2
552;Krokorok;Rokkaiman;5;Normal;Desert Croc;2;Ground;Dark;1.0;33.4;60;82;45;45;45;74;90;50.0;20;1;1;2;0;2;2;2;0.5;1;1;0;2;0.5;0.5;1;0.5;1;2
553;Krookodile;Rabigator;5;Normal;Intimidation;2;Ground;Dark;1.5;96.3;95;117;80;65;70;92;45;50.0;20;1;1;2;0;2;2;2;0.5;1;1;0;2;0.5;0.5;1;0.5;1;2
554;Darumaka;Flampion;5;Normal;Zen Charm;1;Fire;;0.6;37.5;70;90;45;15;45;50;120.0;50.0;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
554;Galarian Darumaka;Flampion;5;Normal;Zen Charm;1;Ice;;0.7;40.0;70;90;45;15;45;50;;;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
555;Darmanitan Standard Mode;Flampivian;5;Normal;Blazing;1;Fire;;1.3;92.9;105;140;55;30;55;95;60.0;50.0;20.0;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
